;;;;;;;;;;;;;;;;;;;;;
652;2/4/2005;10;18;20;24;56;57;0;41;3874;0,00;27.383,54;288,71;;;0,00;0,00;11.487.633,94;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: 13.000.000,00 (TREZE MILHÕES DE REAIS).
653;6/4/2005;5;9;19;24;31;34;0;74;6274;0,00;14.994,32;176,18;;;0,00;0,00;13.429.397,87;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: 16.000.000,00 (DEZESSEIS MILHÕES DE REAIS).
654;9/4/2005;6;10;11;40;41;56;1;66;4745;15.767.596,35;20.244,14;280,52;;MG;0,00;0,00;0,00;Não;Não;Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 13/04/2005: 8.000.000,00 (OITO MILHÕES DE REAIS).
655;13/04/2005;1;26;37;39;43;48;0;23;2722;0,00;33.457,53;281,64;;;0,00;0,00;7.808.614,22;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 16/04/2005: 9.000.000,00 (NOVE MILHÕES DE REAIS).
656;16/04/2005;35;36;37;46;51;59;0;24;2623;0,00;42.026,73;383,08;;;0,00;0,00;9.573.736,75;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 20/04/2005: 11.000.000,00 (ONZE MILHÕES DE REAIS).
657;20/04/2005;16;20;33;58;59;60;1;56;3995;11.354.235,39;18.168,36;253,72;;PR;0,00;0,00;0,00;Não;Não;Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 23/04/2005: 1.000.000,00.
658;23/04/2005;3;6;11;20;36;41;0;31;2883;0,00;18.418,26;197,30;;;0,00;0,00;999.190,32;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 27/04/2005: 2.000.000,00.
659;27/04/2005;14;29;34;40;51;52;0;22;1390;0,00;27.222,16;429,22;;;0,00;0,00;7.004.050,46;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 30/04/2005: 9.000.000,00.
660;30/04/2005;5;11;38;46;53;54;0;58;4204;0,00;16.751,00;230,23;;;0,00;0,00;8.704.277,05;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 04/05/2005: 10.000.000,00 (Dez milhões de reais).
661;4/5/2005;4;27;36;40;42;55;0;64;4211;0,00;15.130,77;229,09;;;0,00;0,00;10.398.923,36;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 07/05/2005: 12.000.000,00.
662;7/5/2005;4;18;23;25;56;60;0;79;5525;0,00;14.974,99;213,31;;;0,00;0,00;12.469.215,44;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 11/05/2005: 14.000.000,00.
663;11/5/2005;1;27;30;49;51;55;0;64;4020;0,00;17.649,82;279,93;;;0,00;0,00;14.445.995,20;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 14/05/2005: 17.000.000,00.
664;14/05/2005;1;12;36;38;55;59;0;74;4971;0,00;18.450,77;273,62;;;0,00;0,00;23.857.740,39;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 18/05/2005: 26.000.000,00.
665;18/05/2005;7;8;18;25;47;48;0;185;10055;0,00;8.538,56;156,51;;;0,00;0,00;26.622.098,55;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 21/05/2005: 30.000.000,00 (TRINTA MILHÕES DE REAIS).
666;21/05/2005;7;16;26;29;45;55;0;77;8122;0,00;26.923,37;254,29;;;0,00;0,00;30.250.022,18;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 25/05/2005: 34.000.000,00.
667;25/05/2005;1;4;5;16;23;49;1;203;15283;34.263.173,55;11.296,70;149,48;;SP;0,00;0,00;0,00;Não;Não;Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 28/05/2005: 1.000.000,00.
668;28/05/2005;1;2;14;33;49;56;0;53;2814;0,00;11.007,74;206,54;;;0,00;0,00;1.020.967,19;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 01/06/2005: 2.000.000,00.
669;1/6/2005;7;24;27;40;41;49;1;32;2427;2.170.216,15;20.522,30;269,57;;SP;0,00;0,00;0,00;Não;Não;Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 04/06/2005: 10.000.000,00.
670;4/6/2005;22;37;42;48;58;59;0;24;2895;0,00;43.085,53;355,84;;;0,00;0,00;10.792.198,93;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 08/06/2005: 12.000.000,00.
671;8/6/2005;9;16;27;38;39;51;0;67;4259;0,00;16.609,70;260,30;;;0,00;0,00;12.739.685,49;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 11/06/2005: 15.000.000,00.
672;11/6/2005;24;28;34;38;43;53;0;54;4411;0,00;24.277,19;296,08;;;0,00;0,00;15.033.880,01;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 15/06/2005: 17.000.000,00. Sorteios dias 13 e 14/06 serão em Martinópolis/SP.
673;15/06/2005;6;11;20;34;37;40;0;72;4792;0,00;17.523,73;262,30;;;0,00;0,00;17.241.869,86;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 18/06/2005: 20.000.000,00.
674;18/06/2005;18;22;29;32;38;42;0;96;5586;0,00;16.070,11;275,14;;;0,00;0,00;27.769.536,63;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 22/06/2005: 30.000.000,00.
675;22/06/2005;24;25;30;42;43;50;0;67;5204;0,00;26.180,70;335,79;;;0,00;0,00;30.839.224,48;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 25/06/2005: 35.000.000,00.
676;25/06/2005;9;15;32;41;42;49;0;94;7583;0,00;22.081,78;272,69;;;0,00;0,00;34.471.676,39;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 29/06/2005: 38.000.000,00.
677;29/06/2005;8;10;25;32;48;55;0;284;12803;0,00;8.422,82;186,14;;;0,00;0,00;38.657.818,81;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 02/07/2005: 43.000.000,00 (QUARENTA E TRÊS MILHÕES DE REAIS).
678;2/7/2005;14;31;40;42;44;46;0;115;9797;0,00;28.311,43;331,07;;;0,00;0,00;44.355.495,36;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 06/07/2005: 50.000.000,00 (CINQÜENTA MILHÕES DE REAIS).
679;6/7/2005;3;21;25;37;54;58;1;448;22087;51.890.452,61;9.610,91;194,20;;RJ;0,00;0,00;0,00;Não;Não;Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 09/07/2005: 20.000.000,00.
680;9/7/2005;2;3;5;22;26;44;0;188;11222;0,00;7.276,69;121,45;;;0,00;0,00;19.623.257,97;Sim;Não;ACUMULOU. Estimativa de prêmio (sena) para o próximo concurso a ser realizado em 13/07/2005: 22.000.000,00.
681;13/07/2005;21;25;38;53;58;59;0;62;5210;0,00;23.695,09;280,91;;;0,00;0,00;22.194.175,20;Sim;Não;ACUMULOU. Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 16/07/2005: 25.000.000,00.
682;16/07/2005;4;27;36;37;47;60;0;62;5647;0,00;25.832,17;282,55;;;0,00;0,00;24.996.965,62;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso, a ser realizado em 20/07/2005: 27.000.000,00.
683;20/07/2005;2;11;12;35;40;43;0;79;5680;0,00;19.666,04;272,49;;;0,00;0,00;27.715.795,78;Sim;Não;ACUMULOU. Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 23/07/2005: 31.000.000,00.
684;23/07/2005;17;19;33;37;40;50;0;81;7103;0,00;22.483,66;255,42;;;0,00;0,00;40.669.733,33;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 27/07/2005: 44.000.000,00.
685;27/07/2005;5;12;27;33;43;56;1;347;15404;44.331.219,78;6.029,62;135,32;;SP;0,00;0,00;0,00;Não;Não;Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 30/07/2005: 1.000.000,00.
686;30/07/2005;4;5;15;26;33;54;0;47;3901;0,00;15.221,72;182,71;;;0,00;0,00;1.251.986,54;Sim;Não;ACUMULOU! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 03/08/2005: 2.000.000,00.
687;3/8/2005;1;7;14;41;48;59;0;28;2887;0,00;25.839,62;249,66;;;0,00;0,00;2.518.128,16;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 06/08/2005: 4.000.000,00.
688;6/8/2005;11;21;30;35;47;52;0;38;2757;0,00;23.920,89;328,45;;;0,00;0,00;4.108.867,61;Sim;Não;ACUMULOU! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 10/08/2005: 5.500.000,00.
689;10/8/2005;6;7;31;49;51;60;0;29;2998;0,00;30.336,11;292,33;;;0,00;0,00;12.298.361,58;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 13/08/2005: 14.000.000,00.
690;13/08/2005;8;12;15;41;47;53;0;90;5446;0,00;13.225,50;217,74;;;0,00;0,00;14.381.378,18;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 17/08/2005: 16.000.000,00.
691;17/08/2005;8;16;37;50;55;58;0;54;3896;0,00;20.629,58;284,85;;;0,00;0,00;16.330.873,12;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 20/08/2005: 19.000.000,00.
692;20/08/2005;11;18;33;57;58;60;0;71;4995;0,00;18.365,13;260,06;;;0,00;0,00;18.612.740,26;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 24/082005: 21.000.000,00.
693;24/08/2005;13;14;17;31;41;50;0;152;7170;0,00;8.909,82;188,18;;;0,00;0,00;20.982.752,64;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 27/08/2005: 24.000.000,00.
694;27/08/2005;15;19;29;37;41;53;0;114;7087;0,00;13.859,26;222,10;;;0,00;0,00;31.925.755,05;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 31/08/2005: 34.000.000,00.
695;31/08/2005;6;11;13;21;40;52;0;76;6333;0,00;22.217,91;265,62;;;0,00;0,00;34.880.737,54;Sim;Não;ACUMULOU! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 03/09/2005: 39.000.000,00.
696;3/9/2005;9;16;34;37;53;57;2;195;10814;19.251.302,49;10.613,53;190,66;;MA;0,00;0,00;0,00;Não;Não;Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 10/09/2005: 1.500.000,00.
697;10/9/2005;28;31;32;35;51;53;0;27;2895;0,00;33.337,57;309,74;;;0,00;0,00;1.575.200,44;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 14/09/2005: 3.000.000,00.
698;14/09/2005;8;12;22;27;43;55;0;43;3981;0,00;16.354,69;175,99;;;0,00;0,00;2.805.890,89;Sim;Não;Acumulou!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 17/09/2005: 4.500.000,00. INFORMAMOS QUE EM RAZÃO DE PROBLEMAS TÉCNICOS, O SORTEIO DO CONCURSO 699 FOI ADIADO PARA 19/09, ÀS 20HS EM PORTO ALEGRE.
699;19/09/2005;17;23;48;50;53;54;0;54;3752;0,00;16.259,09;233,13;;;0,00;0,00;12.141.821,41;Sim;Não;ACUMULOU. Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 21/09/2005: 14.000.000,00.
700;21/09/2005;2;3;14;24;31;40;0;53;3584;0,00;17.991,31;265,04;;;0,00;0,00;13.810.515,56;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 24/09/2005: 16.000.000,00.
701;24/09/2005;1;13;23;31;48;60;0;103;5623;0,00;11.253,13;205,35;;;0,00;0,00;15.838.891,81;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 28/09/2005: 18.000.000,00.
702;28/09/2005;1;18;45;56;57;58;0;47;3663;0,00;22.868,49;292,31;;;0,00;0,00;17.719.825,24;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 01/10/2005: 20.000.000,00.
703;1/10/2005;2;11;24;27;30;45;0;123;7343;0,00;10.767,16;179,68;;;0,00;0,00;20.037.455,42;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 05/10/2005: 22.000.000,00.
704;5/10/2005;2;4;18;27;34;50;0;56;5784;0,00;22.659,95;218,56;;;0,00;0,00;29.484.065,62;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 08/10/2005: 32.000.000,00.
705;8/10/2005;3;11;13;15;26;43;0;144;11514;0,00;11.780,58;146,78;;;0,00;0,00;32.452.771,10;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 15/10/2005: 36.000.000,00.
706;15/10/2005;2;7;10;17;22;60;0;282;15980;0,00;7.866,56;138,30;;;0,00;0,00;36.334.914,54;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 19/10/2005: 40.000.000,00.
707;19/10/2005;1;8;10;36;43;51;2;140;12461;19.919.975,72;14.306,28;160,12;;MG;0,00;0,00;0,00;Não;Não;Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 22/10/2005: 1.500.000,00.
708;22/10/2005;7;9;13;39;45;47;0;102;5998;0,00;6.567,35;111,26;;;0,00;0,00;1.172.271,79;Sim;Não;Acumulou!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 26/10/2005: 2.000.000,00.
709;26/10/2005;4;6;9;22;29;44;0;106;5202;0,00;5.881,47;119,39;;;0,00;0,00;11.276.978,00;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 29/10/2005: 13.000.000,00.
710;29/10/2005;5;25;34;39;46;49;0;48;4608;0,00;21.483,28;222,94;;;0,00;0,00;13.081.573,14;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 05/11/2005: 15.000.000,00.
711;5/11/2005;5;10;33;40;41;59;0;79;5840;0,00;18.118,11;244,16;;;0,00;0,00;15.586.402,01;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 09/11/2005: 17.000.000,00.
712;9/11/2005;7;8;35;43;53;58;0;97;5637;0,00;12.122,15;207,81;;;0,00;0,00;17.644.136,19;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 12/11/2005: 20.000.000,00.
713;12/11/2005;1;12;16;26;46;54;0;67;5838;0,00;20.438,81;233,68;;;0,00;0,00;20.040.586,54;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 16/11/2005: 22.000.000,00.
714;16/11/2005;7;8;17;35;39;53;0;113;10955;0,00;9.766,45;100,36;;;0,00;0,00;29.611.134,96;Sim;Não;ACUMULOU! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 19/11/2005: 32.000.000,00
715;19/11/2005;4;12;24;33;36;54;3;237;13134;10.825.809,33;6.910,89;124,24;;GO;0,00;0,00;0,00;Não;Não;Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 23/11/2005: 1.000.000,00.
716;23/11/2005;2;7;16;29;32;50;1;37;2512;945.382,75;14.600,51;214,25;;RJ;0,00;0,00;0,00;Não;Não;Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 26/11/2005: 1.000.000,00.
717;26/11/2005;6;17;23;28;35;41;0;68;3816;0,00;8.956,76;159,00;;;0,00;0,00;1.065.855,06;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 30/11/2005: 2.000.000,00.
718;30/11/2005;7;21;33;35;39;58;0;41;2893;0,00;13.759,23;194,26;;;0,00;0,00;2.053.079,87;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 03/12/2005: 3.000.000,00.
719;3/12/2005;3;32;37;39;47;53;0;63;3553;0,00;12.737,00;225,00;;;0,00;0,00;8.649.484,79;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 07/12/2005: 10.000.000,00.
720;7/12/2005;12;31;44;51;54;56;0;20;2606;0,00;45.658,99;349,09;;;0,00;0,00;10.247.549,36;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso a ser realizado em 10/12/2005: 12.000.000,00.
721;10/12/2005;3;14;23;25;36;55;0;99;6723;0,00;11.025,33;161,75;;;0,00;0,00;12.157.688,32;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 14/12/2005: 14.000.000,00.
722;14/12/2005;9;18;36;44;57;60;0;85;5334;0,00;12.704,05;201,68;;;0,00;0,00;14.047.415,26;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 17/12/2005: 16.000.000,00.
723;17/12/2005;1;6;16;36;50;52;0;49;4000;0,00;25.242,04;308,05;;;0,00;0,00;16.211.920,28;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 21/12/2005: 18.000.000,00.
724;21/12/2005;17;27;34;48;51;55;0;102;6190;0,00;12.537,87;205,82;;;0,00;0,00;25.450.246,43;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 31/12/2005, às 22 horas: 30.000.000,00.
725;31/12/2005;3;9;35;37;41;49;2;343;20451;15.815.987,63;10.298,59;172,08;;MG;0,00;0,00;0,00;Não;Não;Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 04/01/2006: 1.000.000,00.
726;4/1/2006;1;5;7;37;40;47;0;35;2838;0,00;15.459,49;189,94;;;0,00;0,00;946.893,69;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 07/01/2006: 2.000.000,00.
727;7/1/2006;4;12;14;30;42;59;0;29;2688;0,00;25.008,46;268,79;;;0,00;0,00;2.216.072,86;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 11/01/2006: 3.000.000,00.
728;11/1/2006;8;13;24;32;42;44;0;81;5381;0,00;8.575,31;128,59;;;0,00;0,00;3.431.622,25;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 14/01/2006: 5.000.000,00.
729;14/01/2006;5;18;33;43;56;57;1;51;5041;4.969.519,90;17.231,34;173,67;;MG;0,00;0,00;0,00;Não;Não;Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 18/01/2006: 9.000.000,00.
730;18/01/2006;2;15;16;45;50;54;0;34;2824;0,00;23.412,97;280,82;;;0,00;0,00;9.358.249,67;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 21/01/2006: 11.000.000,00.
731;21/01/2006;6;15;16;23;28;35;0;88;6659;0,00;11.554,63;152,12;;;0,00;0,00;11.137.662,34;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 25/01/2006: 13.000.000,00.
732;25/01/2006;6;17;19;49;50;53;0;65;4196;0,00;14.610,54;225,48;;;0,00;0,00;12.799.611,64;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 28/01/2006: 14.000.000,00.
733;28/01/2006;2;12;26;31;43;46;0;67;5110;0,00;16.737,98;218,63;;;0,00;0,00;14.762.139,60;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 01/02/2006: 17.000.000,00.
734;1/2/2006;27;29;43;44;45;54;1;58;3984;16.726.569,98;19.354,00;280,69;;MG;0,00;0,00;0,00;Não;Não;Estimativa de prêmio (sena) para o próximo concurso a ser realizado em 04/02/2006: 8.000.000,00.
735;4/2/2006;9;15;38;40;42;52;0;33;3043;0,00;27.163,91;293,47;;;0,00;0,00;7.826.853,28;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 08/02/2006: 9.000.000,00.
736;8/2/2006;1;21;38;41;49;56;0;19;2190;0,00;47.835,60;413,44;;;0,00;0,00;9.417.386,79;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 11/02/2006: 11.000.000,00.
737;11/2/2006;11;12;24;32;33;38;0;65;6267;0,00;18.730,63;193,54;;;0,00;0,00;11.547.995,59;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 15/02/2006: 13.000.000,00.
738;15/02/2006;14;15;26;30;42;54;0;47;4178;0,00;26.720,69;299,45;;;0,00;0,00;13.745.772,39;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 18/02/2006: 16.000.000,00.
739;18/02/2006;6;10;35;45;49;56;0;54;4723;0,00;25.993,77;296,08;;;0,00;0,00;23.305.073,75;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 22/02/2006: 26.000.000,00.
740;22/02/2006;12;16;28;29;47;50;1;90;6943;26.132.814,65;17.953,91;231,85;;PR;0,00;0,00;0,00;Não;Não;Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 25/02/2006: 1.000.000,00.
741;25/02/2006;24;26;27;36;39;59;0;23;2133;0,00;28.453,38;305,65;;;0,00;0,00;1.145.248,54;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 01/03/2006: 2.000.000,00.
742;1/3/2006;2;7;17;34;41;50;0;25;1622;0,00;14.199,00;218,02;;;0,00;0,00;1.766.454,86;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 04/03/2006: 3.000.000,00.
743;4/3/2006;20;23;25;32;54;60;0;28;2762;0,00;29.491,22;297,84;;;0,00;0,00;3.211.524,66;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 08/03/2006: 4.500.000,00.
744;8/3/2006;4;12;23;26;39;46;0;77;5387;0,00;10.441,97;148,70;;;0,00;0,00;9.937.380,49;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 11/03/2006: 12.000.000,00.
745;11/3/2006;2;16;21;37;43;57;0;134;5262;0,00;8.604,62;218,30;;;0,00;0,00;11.955.163,21;Sim;Não;ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 15/03/2006: 14.000.000,00.
746;15/03/2006;1;10;12;25;49;57;2;114;6686;6.995.681,58;10.206,52;173,36;;RS;0,00;0,00;0,00;Não;Não;Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 18/03/2006: 1.000.000,00.
747;18/03/2006;2;3;12;21;23;56;0;53;4363;0,00;13.079,29;158,28;;;0,00;0,00;1.213.104,40;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 22/03/2006: 2.500.000,00.
748;22/03/2006;1;2;7;19;35;51;0;74;4519;0,00;9.080,42;148,14;;;0,00;0,00;2.389.018,77;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 25/03/2006: 4.000.000,00.
749;25/03/2006;4;24;47;48;50;57;0;31;2669;0,00;26.214,36;303,33;;;0,00;0,00;9.429.097,84;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 29/03/2006: 11.000.000,00.
750;29/03/2006;10;17;33;42;54;58;0;49;3799;0,00;18.795,69;241,51;;;0,00;0,00;11.040.828,28;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 01/04/2006: 13.000.000,00.
751;1/4/2006;4;7;20;25;38;50;0;74;5579;0,00;15.221,68;201,14;;;0,00;15.000.000,00;13.012.035,71;Sim;Não;
752;5/4/2006;4;23;24;25;29;42;0;86;6849;0,00;13.022,30;162,90;;;0,00;0,00;14.971.892,19;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 08/04/2006: 17.000.000,00.
753;8/4/2006;2;7;22;35;43;59;1;152;8630;17.388.228,32;9.083,97;159,40;;BA;0,00;0,00;0,00;Não;Não;Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 12/04/2006: 1.000.000,00.
754;12/4/2006;3;4;13;34;42;50;0;41;2827;0,00;14.457,22;208,89;;;0,00;0,00;7.463.330,98;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 15/04/2006: 9.000.000,00.
755;15/04/2006;4;12;30;47;49;59;0;41;2977;0,00;18.319,33;251,35;;;0,00;0,00;8.777.742,92;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 19/04/2006: 10.000.000,00.
756;19/04/2006;5;27;37;38;41;50;0;34;3135;0,00;27.503,13;297,15;;;0,00;0,00;10.414.179,09;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 22/04/2006: 12.500.000,00.
757;22/04/2006;12;17;18;30;32;58;0;53;3448;0,00;17.988,72;275,46;;;0,00;0,00;12.082.632,69;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 26/04/2006: 14.000.000,00.
758;26/04/2006;1;23;36;43;47;59;0;74;4910;0,00;14.352,34;215,49;;;0,00;0,00;13.941.260,58;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) parao próximo concurso, a ser realizado em 29/04/2006: 16.000.000,00.
759;29/04/2006;30;31;39;45;48;59;0;38;2588;0,00;32.431,50;474,40;;;0,00;0,00;22.265.544,19;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 03/05/2006: 25.000.000,00.
760;3/5/2006;12;17;44;45;46;60;0;80;5517;0,00;16.005,08;231,20;;;0,00;0,00;24.506.255,18;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 06/05/2006: 27.000.000,00.
761;6/5/2006;13;17;27;29;40;56;0;100;8936;0,00;17.175,97;191,48;;;0,00;0,00;27.512.048,76;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 10/05/2006: 30.000.000,00.
762;10/5/2006;9;12;21;37;39;54;0;143;10120;0,00;13.668,11;192,40;;;0,00;0,00;30.932.491,92;Sim;Não;ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 13/05/2006: 35.000.000,00.
